1.105000000000000071e+01 3.113841100000000000e+07
1.115000000000000036e+01 4.216953200000000000e+07
1.125000000000000000e+01 3.448963300000000000e+07
1.134999999999999964e+01 2.797120700000000000e+07
1.144999999999999929e+01 2.276201200000000000e+07
1.154999999999999893e+01 1.844391000000000000e+07
1.164999999999999858e+01 1.495606400000000000e+07
1.174999999999999822e+01 1.212332000000000000e+07
1.184999999999999787e+01 9.792412000000000000e+06
1.194999999999999751e+01 7.882785000000000000e+06
1.204999999999999716e+01 6.349956000000000000e+06
1.214999999999999680e+01 5.103908000000000000e+06
1.224999999999999645e+01 4.094394000000000000e+06
1.234999999999999609e+01 3.269866000000000000e+06
1.244999999999999574e+01 2.606978000000000000e+06
1.254999999999999538e+01 2.073688000000000000e+06
1.264999999999999503e+01 1.635235000000000000e+06
1.274999999999999467e+01 1.293904000000000000e+06
1.284999999999999432e+01 1.014134000000000000e+06
1.294999999999999396e+01 7.872160000000000000e+05
1.304999999999999361e+01 6.107090000000000000e+05
1.314999999999999325e+01 4.692070000000000000e+05
1.324999999999999289e+01 3.563760000000000000e+05
1.334999999999999254e+01 2.672390000000000000e+05
1.344999999999999218e+01 1.994380000000000000e+05
1.354999999999999183e+01 1.456910000000000000e+05
1.364999999999999147e+01 1.044740000000000000e+05
1.374999999999999112e+01 7.377700000000000000e+04
1.384999999999999076e+01 5.093300000000000000e+04
1.394999999999999041e+01 3.426000000000000000e+04
1.404999999999999005e+01 2.228400000000000000e+04
1.414999999999998970e+01 1.411000000000000000e+04
1.424999999999998934e+01 8.489000000000000000e+03
1.434999999999998899e+01 4.875000000000000000e+03
1.444999999999998863e+01 2.682000000000000000e+03
1.454999999999998828e+01 1.383000000000000000e+03
1.464999999999998792e+01 6.450000000000000000e+02
1.474999999999998757e+01 2.650000000000000000e+02
1.484999999999998721e+01 1.000000000000000000e+02
1.494999999999998685e+01 3.600000000000000000e+01
1.504999999999998650e+01 7.000000000000000000e+00
1.514999999999998614e+01 4.000000000000000000e+00
1.524999999999998579e+01 0.000000000000000000e+00
1.534999999999998543e+01 0.000000000000000000e+00
1.544999999999998508e+01 0.000000000000000000e+00
